"Problem","Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"545","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_SendSmsBatch.cls","11","27","StdCyclomaticComplexity","The class 'BI_PSPB_SendSmsBatch' has a Standard Cyclomatic Complexity of 5 (Highest = 14).","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"546","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_SendSmsBatch.cls","11","27","CognitiveComplexity","The class 'BI_PSPB_SendSmsBatch' has a total cognitive complexity of 57 (highest 53), current threshold is 50","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"547","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_SendSmsBatch.cls","34","9","ExcessiveParameterList","Avoid long parameter lists.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"548","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_SendSmsBatch.cls","89","14","StdCyclomaticComplexity","The method 'execute' has a Standard Cyclomatic Complexity of 14.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"549","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_SendSmsBatch.cls","89","14","NcssMethodCount","The method 'execute()' has an NCSS line count of 67","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"550","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_SendSmsBatch.cls","89","14","CognitiveComplexity","The method 'execute(Database.BatchableContext, List<Contact>)' has a cognitive complexity of 53, current threshold is 15","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"551","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_SendSmsBatch.cls","89","14","CyclomaticComplexity","The method 'execute(Database.BatchableContext, List<Contact>)' has a cyclomatic complexity of 16.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"552","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_SendSmsBatch.cls","126","7","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"553","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_SendSmsBatch.cls","145","9","ApexSuggestUsingNamedCred","Suggest named credentials for authentication","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexsuggestusingnamedcred","Security","pmd"
"554","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_SendSmsBatch.cls","212","6","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"555","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_Symptomtrackerprimarypage.cls","15","30","CognitiveComplexity","The class 'BI_PSPB_Symptomtrackerprimarypage' has a total cognitive complexity of 56 (highest 27), current threshold is 50","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"556","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_Symptomtrackerprimarypage.cls","15","30","CyclomaticComplexity","The class 'BI_PSPB_Symptomtrackerprimarypage' has a total cyclomatic complexity of 40 (highest 12).","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"557","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_Symptomtrackerprimarypage.cls","17","24","FieldNamingConventions","The static field name 'Symptomerrormsg' doesn't match '[a-z][a-zA-Z0-9]*'","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"558","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_Symptomtrackerprimarypage.cls","17","24","VariableNamingConventions","Variables should start with a lowercase character, 'Symptomerrormsg' starts with uppercase character.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#variablenamingconventions","Code Style","pmd"
"559","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_Symptomtrackerprimarypage.cls","19","24","FieldNamingConventions","The static field name 'Careprogramerrormsg' doesn't match '[a-z][a-zA-Z0-9]*'","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"560","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_Symptomtrackerprimarypage.cls","19","24","VariableNamingConventions","Variables should start with a lowercase character, 'Careprogramerrormsg' starts with uppercase character.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#variablenamingconventions","Code Style","pmd"
"561","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_Symptomtrackerprimarypage.cls","21","24","FieldNamingConventions","The static field name 'Deleterecord' doesn't match '[a-z][a-zA-Z0-9]*'","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"562","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_Symptomtrackerprimarypage.cls","21","24","VariableNamingConventions","Variables should start with a lowercase character, 'Deleterecord' starts with uppercase character.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#variablenamingconventions","Code Style","pmd"
"563","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_Symptomtrackerprimarypage.cls","23","24","FieldNamingConventions","The static field name 'Applicationphotomsg' doesn't match '[a-z][a-zA-Z0-9]*'","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"564","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_Symptomtrackerprimarypage.cls","23","24","VariableNamingConventions","Variables should start with a lowercase character, 'Applicationphotomsg' starts with uppercase character.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#variablenamingconventions","Code Style","pmd"
"565","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_Symptomtrackerprimarypage.cls","24","24","FieldNamingConventions","The static field name 'Alleryrecord' doesn't match '[a-z][a-zA-Z0-9]*'","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"566","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_Symptomtrackerprimarypage.cls","24","24","VariableNamingConventions","Variables should start with a lowercase character, 'Alleryrecord' starts with uppercase character.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#variablenamingconventions","Code Style","pmd"
"567","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_Symptomtrackerprimarypage.cls","49","26","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"568","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_Symptomtrackerprimarypage.cls","95","33","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"569","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_Symptomtrackerprimarypage.cls","194","21","CognitiveComplexity","The method 'deleteSymptomTrackerRecords(Id)' has a cognitive complexity of 27, current threshold is 15","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"570","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_Symptomtrackerprimarypage.cls","194","21","CyclomaticComplexity","The method 'deleteSymptomTrackerRecords(Id)' has a cyclomatic complexity of 12.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"571","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_Symptomtrackerprimarypage.cls","198","63","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"572","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_Symptomtrackerprimarypage.cls","218","7","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"573","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_Symptomtrackerprimarypage.cls","271","53","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"574","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_SymptomtrackerprimarypageTest.cls","75","16","ApexUnitTestClassShouldHaveAsserts","Apex unit tests should System.assert() or assertEquals() or assertNotEquals()","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaveasserts","Best Practices","pmd"
"575","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_SymptomtrackerprimarypageTest.cls","105","12","ApexUnitTestClassShouldHaveAsserts","Apex unit tests should System.assert() or assertEquals() or assertNotEquals()","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaveasserts","Best Practices","pmd"
"576","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_SymptomtrackerprimarypageTest.cls","144","35","ApexUnitTestClassShouldHaveAsserts","Apex unit tests should System.assert() or assertEquals() or assertNotEquals()","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaveasserts","Best Practices","pmd"
"577","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_SymptomtrackerprimarypageTest.cls","256","14","MethodNamingConventions","The test method name 'testGetAllergyIntolerancedata_ValidId' doesn't match '[a-z][a-zA-Z0-9]*'","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
"578","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_SymptomtrackerprimarypageTest.cls","296","14","MethodNamingConventions","The test method name 'testGetBase64Image_ValidId' doesn't match '[a-z][a-zA-Z0-9]*'","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#methodnamingconventions","Code Style","pmd"
"579","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_TaskRecordTriggerHandler.cls","8","27","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"580","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_TaskRecordTriggerHandler.cls","8","27","StdCyclomaticComplexity","The class 'BI_PSPB_TaskRecordTriggerHandler' has a Standard Cyclomatic Complexity of 10 (Highest = 9).","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"581","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_TaskRecordTriggerHandler.cls","20","21","CognitiveComplexity","The method 'handleBeforeInsert(List<Task>)' has a cognitive complexity of 17, current threshold is 15","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"582","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_TaskRecordTriggerHandler.cls","20","21","CyclomaticComplexity","The method 'handleBeforeInsert(List<Task>)' has a cyclomatic complexity of 25.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"583","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_TaskRecordTriggerHandler.cls","24","11","LocalVariableNamingConventions","The local variable name 'NotificationType' doesn't match '[a-z][a-zA-Z0-9]*'","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"584","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_TaskRecordTriggerHandler.cls","24","11","VariableNamingConventions","Variables should start with a lowercase character, 'NotificationType' starts with uppercase character.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#variablenamingconventions","Code Style","pmd"
"585","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_TaskRecordTriggerHandler.cls","25","11","LocalVariableNamingConventions","The local variable name 'ChatterType' doesn't match '[a-z][a-zA-Z0-9]*'","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#localvariablenamingconventions","Code Style","pmd"
"586","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_TaskRecordTriggerHandler.cls","25","11","VariableNamingConventions","Variables should start with a lowercase character, 'ChatterType' starts with uppercase character.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#variablenamingconventions","Code Style","pmd"
"587","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_TaskRecordTriggerHandler.cls","35","51","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"588","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_TreatmentReminder.cls","11","31","StdCyclomaticComplexity","The class 'BI_PSPB_TreatmentReminder' has a Standard Cyclomatic Complexity of 13 (Highest = 29).","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"589","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_TreatmentReminder.cls","11","31","CognitiveComplexity","The class 'BI_PSPB_TreatmentReminder' has a total cognitive complexity of 243 (highest 99), current threshold is 50","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"590","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_TreatmentReminder.cls","11","31","CyclomaticComplexity","The class 'BI_PSPB_TreatmentReminder' has a total cyclomatic complexity of 134 (highest 41).","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"591","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_TreatmentReminder.cls","32","21","ExcessiveParameterList","Avoid long parameter lists.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"592","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_TreatmentReminder.cls","32","21","ApexDoc","Missing or mismatched ApexDoc @param","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"593","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_TreatmentReminder.cls","32","21","StdCyclomaticComplexity","The method 'createRemainderRecord' has a Standard Cyclomatic Complexity of 29.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"594","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_TreatmentReminder.cls","32","21","NcssMethodCount","The method 'createRemainderRecord()' has an NCSS line count of 109","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"595","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_TreatmentReminder.cls","32","21","CognitiveComplexity","The method 'createRemainderRecord(String, Date, List<String>, List<String>)' has a cognitive complexity of 99, current threshold is 15","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"596","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_TreatmentReminder.cls","32","21","CyclomaticComplexity","The method 'createRemainderRecord(String, Date, List<String>, List<String>)' has a cyclomatic complexity of 41.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"597","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_TreatmentReminder.cls","47","31","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"598","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSPB_TreatmentReminder.cls","66","5","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
